ID,Text Sample,Length,Word Count,Average Word Length,Vowel Count,Consonant Count,Unique Words,Stop Words Count,Special Characters,Digit Count,Punctuation Count,Uppercase Count,Lowercase Count,Has Accents,Has Diacritics,Character Diversity,Language Family,Script Type,Language
18304,"Hola, ¿cómo estás?",18,3,5.33,4,9,3,0,3,0,2,1,12,Yes,No,Medium,Austroasiatic,Devanagari,Spanish
18305,"OLÁ, COMO VOCÊ ESTÁ?",20,4,4.25,5,10,4,2,2,0,2,1,14,Yes,No,Medium,Altaic,Logographic,Portuguese
18306,สวัสดีคุณเป็นอย่างไรบ้าง,24,1,24.0,0,18,1,0,6,0,0,0,0,No,No,Low,Altaic,Cyrillic,Thai
18307,"नमस्ते, आप कैसे हैं?",20,4,4.25,0,9,4,2,8,0,2,0,0,No,No,High,Sino-Tibetan,Devanagari,Hindi
18308,مرحبا كيف حالك؟,15,3,4.33,0,12,3,0,1,0,0,0,0,No,No,Medium,Sino-Tibetan,Cyrillic,Arabic
18309,"नमस्ते, आप कैसे हैं?",20,4,4.25,0,9,4,2,8,0,2,0,0,No,No,High,Altaic,Devanagari,Hindi
18310,"Bonjour, comment ça va ?",24,5,4.0,7,11,5,1,2,0,2,1,17,No,Yes,High,Sino-Tibetan,Logographic,French
18311,สา่วัรงคาุยดณีไบนส็อง้ปเ,24,1,24.0,0,18,1,0,6,0,0,0,0,No,No,Low,Altaic,Cyrillic,Thai
18312,"¿lsaom?t, sácoeH ó",18,3,5.33,4,9,3,1,3,0,2,1,12,Yes,No,Medium,Afro-Asiatic,Latin,Spanish
18313,，你好好吗你？,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,High,Indo-European,Arabic,Chinese
18314,、は？ん気すでちに元かおこ,13,1,13.0,0,11,1,0,2,0,0,0,0,No,No,High,Indo-European,Logographic,Japanese
18315,"Ciao, come stai?",16,3,4.67,7,5,3,1,2,0,2,1,11,No,No,Medium,Sino-Tibetan,Devanagari,Italian
18316,"Hallo, wie geht es dir?",23,5,3.8,7,10,5,2,2,0,2,1,16,No,No,Low,Altaic,Arabic,German
18317,"Hej, hvordan har du det?",24,5,4.0,6,12,5,1,2,0,2,1,17,No,No,High,Sino-Tibetan,Logographic,Danish
18318,"떻 게안지?세내요세어, 하요녕",16,3,4.67,0,12,3,0,2,0,2,0,0,No,No,Medium,Indo-European,Hangul,Korean
18319,"Bonjour, comment ça va ?",24,5,4.0,7,11,5,1,2,0,2,1,17,No,Yes,High,Sino-Tibetan,Arabic,French
18320,"CIAO, COME STAI?",16,3,4.67,7,5,3,0,2,0,2,1,11,No,No,High,Indo-European,Hangul,Italian
18321,"olá, como você está?",20,4,4.25,5,10,4,0,2,0,2,1,14,Yes,No,High,Altaic,Cyrillic,Portuguese
18322,مرحبا كيف حالك؟,15,3,4.33,0,12,3,1,1,0,0,0,0,No,No,Low,Altaic,Latin,Arabic
18323,"?,세게내요세안요떻지 어 하녕",16,3,4.67,0,12,3,0,2,0,2,0,0,No,No,High,Sino-Tibetan,Logographic,Korean
18324,好好？，你吗你,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,Low,Austroasiatic,Latin,Chinese
18325,"h eXhnhi ,bnô kạnàgoỏ?c k",25,5,4.2,3,16,5,1,2,0,2,1,18,Yes,No,Medium,Austroasiatic,Arabic,Vietnamese
18326,"HELLO, HOW ARE YOU?",19,4,4.0,7,7,4,0,2,0,2,1,13,No,No,High,Indo-European,Logographic,English
18327,"नमस्ते, आप कैसे हैं?",20,4,4.25,0,9,4,0,8,0,2,0,0,No,No,Medium,Austroasiatic,Arabic,Hindi
18328,"BONJOUR, COMMENT ÇA VA ?",24,5,4.0,7,11,5,2,2,0,2,1,17,No,Yes,Medium,Afro-Asiatic,Logographic,French
18329,"Olá, como você está?",20,4,4.25,5,10,4,0,2,0,2,1,14,Yes,No,Medium,Altaic,Logographic,Portuguese
18330,"eo?h  yl,auleor oHw",19,4,4.0,7,7,4,0,2,0,2,1,13,No,No,Medium,Altaic,Arabic,English
18331,"bonjour, comment ça va ?",24,5,4.0,7,11,5,1,2,0,2,1,17,No,Yes,High,Afro-Asiatic,Latin,French
18332,"HELLO, HOW ARE YOU?",19,4,4.0,7,7,4,2,2,0,2,1,13,No,No,High,Afro-Asiatic,Cyrillic,English
18333,"안녕하세요, 어떻게 지내세요?",16,3,4.67,0,12,3,1,2,0,2,0,0,No,No,Low,Indo-European,Cyrillic,Korean
18334,"안녕하세요, 어떻게 지내세요?",16,3,4.67,0,12,3,1,2,0,2,0,0,No,No,Low,Sino-Tibetan,Hangul,Korean
18335,"Привет, как дела?",17,3,5.0,0,13,3,1,2,0,2,1,12,No,No,Medium,Austroasiatic,Arabic,Russian
18336,"안녕하세요, 어떻게 지내세요?",16,3,4.67,0,12,3,1,2,0,2,0,0,No,No,High,Austroasiatic,Cyrillic,Korean
18337,"CIAO, COME STAI?",16,3,4.67,7,5,3,0,2,0,2,1,11,No,No,Medium,Indo-European,Arabic,Italian
18338,"OLÁ, COMO VOCÊ ESTÁ?",20,4,4.25,5,10,4,0,2,0,2,1,14,Yes,No,Medium,Austroasiatic,Hangul,Portuguese
18339,你好，你好吗？,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,Medium,Indo-European,Hangul,Chinese
18340,"xin chào, bạn khỏe không?",25,5,4.2,3,16,5,2,2,0,2,1,18,Yes,No,High,Afro-Asiatic,Devanagari,Vietnamese
18341,你好，你好吗？,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,Medium,Afro-Asiatic,Arabic,Chinese
18342,こんにちは、お元気ですか？,13,1,13.0,0,11,1,0,2,0,0,0,0,No,No,Medium,Sino-Tibetan,Arabic,Japanese
18343,"안녕하세요, 어떻게 지내세요?",16,3,4.67,0,12,3,1,2,0,2,0,0,No,No,High,Sino-Tibetan,Cyrillic,Korean
18344,ัเงไบปนสาวย้สีณรองาค่ดุ็,24,1,24.0,0,18,1,0,6,0,0,0,0,No,No,Medium,Indo-European,Arabic,Thai
18345,"aneauddrh oh,ed   Hjvt?r",24,5,4.0,6,12,5,1,2,0,2,1,17,No,No,Medium,Altaic,Latin,Danish
18346,"dH gh asoeelili wet, r?",23,5,3.8,7,10,5,1,2,0,2,1,16,No,No,High,Indo-European,Logographic,German
18347,"OLÁ, COMO VOCÊ ESTÁ?",20,4,4.25,5,10,4,2,2,0,2,1,14,Yes,No,Medium,Altaic,Arabic,Portuguese
18348,"bonjour, comment ça va ?",24,5,4.0,7,11,5,0,2,0,2,1,17,No,Yes,High,Indo-European,Hangul,French
18349,你好，你好吗？,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,High,Sino-Tibetan,Logographic,Chinese
18350,"hello, how are you?",19,4,4.0,7,7,4,1,2,0,2,1,13,No,No,High,Altaic,Cyrillic,English
18351,"Hej, hvordan har du det?",24,5,4.0,6,12,5,0,2,0,2,1,17,No,No,Medium,Indo-European,Devanagari,Danish
18352,"ooanBenrmj ç , ?tc mouav",24,5,4.0,7,11,5,1,2,0,2,1,17,No,Yes,High,Altaic,Latin,French
18353,"नमस्ते, आप कैसे हैं?",20,4,4.25,0,9,4,2,8,0,2,0,0,No,No,Medium,Austroasiatic,Logographic,Hindi
18354,"HOLA, ¿CÓMO ESTÁS?",18,3,5.33,4,9,3,0,3,0,2,1,12,Yes,No,Medium,Austroasiatic,Arabic,Spanish
18355,"a  ?enmcBotçnv  omr,uajo",24,5,4.0,7,11,5,0,2,0,2,1,17,No,Yes,Medium,Indo-European,Devanagari,French
18356,"안녕하세요, 어떻게 지내세요?",16,3,4.67,0,12,3,0,2,0,2,0,0,No,No,Low,Sino-Tibetan,Devanagari,Korean
18357,你好，你好吗？,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,Low,Altaic,Arabic,Chinese
18358,"bonjour, comment ça va ?",24,5,4.0,7,11,5,0,2,0,2,1,17,No,Yes,Low,Indo-European,Logographic,French
18359,"XIN CHÀO, BẠN KHỎE KHÔNG?",25,5,4.2,3,16,5,0,2,0,2,1,18,Yes,No,High,Sino-Tibetan,Logographic,Vietnamese
18360,"Bonjour, comment ça va ?",24,5,4.0,7,11,5,2,2,0,2,1,17,No,Yes,Medium,Afro-Asiatic,Logographic,French
18361,"XIN CHÀO, BẠN KHỎE KHÔNG?",25,5,4.2,3,16,5,0,2,0,2,1,18,Yes,No,High,Indo-European,Cyrillic,Vietnamese
18362,"aodHrejh?v  e,adr duh tn",24,5,4.0,6,12,5,0,2,0,2,1,17,No,No,High,Sino-Tibetan,Devanagari,Danish
18363,你好，你好吗？,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,High,Indo-European,Hangul,Chinese
18364,"Olá, como você está?",20,4,4.25,5,10,4,0,2,0,2,1,14,Yes,No,Low,Sino-Tibetan,Cyrillic,Portuguese
18365,你好，你好吗？,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,Low,Indo-European,Hangul,Chinese
18366,"Xin chào, bạn khỏe không?",25,5,4.2,3,16,5,1,2,0,2,1,18,Yes,No,Medium,Afro-Asiatic,Devanagari,Vietnamese
18367,สวัสดีคุณเป็นอย่างไรบ้าง,24,1,24.0,0,18,1,0,6,0,0,0,0,No,No,Medium,Indo-European,Cyrillic,Thai
18368,"HOLA, ¿CÓMO ESTÁS?",18,3,5.33,4,9,3,0,3,0,2,1,12,Yes,No,Medium,Afro-Asiatic,Latin,Spanish
18369,"안녕하세요, 어떻게 지내세요?",16,3,4.67,0,12,3,0,2,0,2,0,0,No,No,High,Afro-Asiatic,Cyrillic,Korean
18370,你好，你好吗？,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,Low,Austroasiatic,Devanagari,Chinese
18371,مرحبا كيف حالك؟,15,3,4.33,0,12,3,1,1,0,0,0,0,No,No,Low,Sino-Tibetan,Devanagari,Arabic
18372,"?सै्त,कआहैस पम नंेे ",20,4,4.25,0,9,4,2,8,0,2,0,0,No,No,Low,Afro-Asiatic,Arabic,Hindi
18373,こんにちは、お元気ですか？,13,1,13.0,0,11,1,0,2,0,0,0,0,No,No,Medium,Austroasiatic,Devanagari,Japanese
18374,مرحبا كيف حالك؟,15,3,4.33,0,12,3,0,1,0,0,0,0,No,No,Low,Austroasiatic,Logographic,Arabic
18375,你好，你好吗？,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,Medium,Sino-Tibetan,Logographic,Chinese
18376,"नमस्ते, आप कैसे हैं?",20,4,4.25,0,9,4,0,8,0,2,0,0,No,No,Medium,Indo-European,Devanagari,Hindi
18377,"Bonjour, comment ça va ?",24,5,4.0,7,11,5,1,2,0,2,1,17,No,Yes,High,Sino-Tibetan,Devanagari,French
18378,لامياحح ؟ ربفكك,15,3,4.33,0,12,3,0,1,0,0,0,0,No,No,High,Indo-European,Logographic,Arabic
18379," e?coo,saatiCi m",16,3,4.67,7,5,3,0,2,0,2,1,11,No,No,Medium,Sino-Tibetan,Latin,Italian
18380,"Привет, как дела?",17,3,5.0,0,13,3,1,2,0,2,1,12,No,No,Medium,Austroasiatic,Devanagari,Russian
18381,你好，你好吗？,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,High,Indo-European,Arabic,Chinese
18382,"HELLO, HOW ARE YOU?",19,4,4.0,7,7,4,1,2,0,2,1,13,No,No,Low,Altaic,Latin,English
18383,"नमस्ते, आप कैसे हैं?",20,4,4.25,0,9,4,1,8,0,2,0,0,No,No,Low,Sino-Tibetan,Hangul,Hindi
18384,"안녕하세요, 어떻게 지내세요?",16,3,4.67,0,12,3,1,2,0,2,0,0,No,No,Medium,Sino-Tibetan,Hangul,Korean
18385,"iosde,?earegHlt   h wil",23,5,3.8,7,10,5,1,2,0,2,1,16,No,No,Medium,Afro-Asiatic,Hangul,German
18386,こんにちは、お元気ですか？,13,1,13.0,0,11,1,0,2,0,0,0,0,No,No,Low,Altaic,Hangul,Japanese
18387,"BONJOUR, COMMENT ÇA VA ?",24,5,4.0,7,11,5,1,2,0,2,1,17,No,Yes,Medium,Afro-Asiatic,Hangul,French
18388,"नमस्ते, आप कैसे हैं?",20,4,4.25,0,9,4,2,8,0,2,0,0,No,No,Medium,Austroasiatic,Arabic,Hindi
18389,"hallo, wie geht es dir?",23,5,3.8,7,10,5,0,2,0,2,1,16,No,No,Medium,Sino-Tibetan,Hangul,German
18390,"ctOc oo á?vláêm e,so",20,4,4.25,5,10,4,1,2,0,2,1,14,Yes,No,Medium,Afro-Asiatic,Cyrillic,Portuguese
18391,"Hello, how are you?",19,4,4.0,7,7,4,1,2,0,2,1,13,No,No,Medium,Austroasiatic,Arabic,English
18392,ربا حا؟حلفمك يك,15,3,4.33,0,12,3,1,1,0,0,0,0,No,No,High,Altaic,Arabic,Arabic
18393,"olá, como você está?",20,4,4.25,5,10,4,1,2,0,2,1,14,Yes,No,Low,Sino-Tibetan,Arabic,Portuguese
18394,"त,मैे प ?हंे सआनक्ैस",20,4,4.25,0,9,4,2,8,0,2,0,0,No,No,Low,Austroasiatic,Logographic,Hindi
18395,مرحبا كيف حالك؟,15,3,4.33,0,12,3,0,1,0,0,0,0,No,No,High,Sino-Tibetan,Latin,Arabic
18396,"XIN CHÀO, BẠN KHỎE KHÔNG?",25,5,4.2,3,16,5,1,2,0,2,1,18,Yes,No,Medium,Indo-European,Cyrillic,Vietnamese
18397,你好，你好吗？,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,High,Afro-Asiatic,Latin,Chinese
18398,"세요하 녕떻세안요 내게어?지,",16,3,4.67,0,12,3,1,2,0,2,0,0,No,No,High,Indo-European,Logographic,Korean
18399,"안녕하세요, 어떻게 지내세요?",16,3,4.67,0,12,3,0,2,0,2,0,0,No,No,Low,Sino-Tibetan,Cyrillic,Korean
18400,ん元はちす気、にでおこ？か,13,1,13.0,0,11,1,0,2,0,0,0,0,No,No,Low,Altaic,Latin,Japanese
18401,"hello, how are you?",19,4,4.0,7,7,4,0,2,0,2,1,13,No,No,Low,Austroasiatic,Hangul,English
18402,"XIN CHÀO, BẠN KHỎE KHÔNG?",25,5,4.2,3,16,5,2,2,0,2,1,18,Yes,No,Low,Altaic,Hangul,Vietnamese
18403,"Olá, como você está?",20,4,4.25,5,10,4,2,2,0,2,1,14,Yes,No,Medium,Altaic,Latin,Portuguese
18404,مرحبا كيف حالك؟,15,3,4.33,0,12,3,1,1,0,0,0,0,No,No,Medium,Indo-European,Devanagari,Arabic
18405,"Olá, como você está?",20,4,4.25,5,10,4,1,2,0,2,1,14,Yes,No,Low,Austroasiatic,Latin,Portuguese
18406," теда,рикк алевП?",17,3,5.0,0,13,3,0,2,0,2,1,12,No,No,Low,Altaic,Cyrillic,Russian
18407,"नमस्ते, आप कैसे हैं?",20,4,4.25,0,9,4,1,8,0,2,0,0,No,No,Low,Austroasiatic,Latin,Hindi
18408,เุรส็้สนไางณา่ดคองวบยีปั,24,1,24.0,0,18,1,0,6,0,0,0,0,No,No,Low,Sino-Tibetan,Devanagari,Thai
18409,こんにちは、お元気ですか？,13,1,13.0,0,11,1,0,2,0,0,0,0,No,No,Low,Indo-European,Logographic,Japanese
18410,"lc¿m tsoáo,aHeó ?s",18,3,5.33,4,9,3,0,3,0,2,1,12,Yes,No,High,Austroasiatic,Cyrillic,Spanish
18411,"hej, hvordan har du det?",24,5,4.0,6,12,5,2,2,0,2,1,17,No,No,Low,Austroasiatic,Hangul,Danish
18412,สวัสดีคุณเป็นอย่างไรบ้าง,24,1,24.0,0,18,1,0,6,0,0,0,0,No,No,Low,Indo-European,Hangul,Thai
18413,"안녕하세요, 어떻게 지내세요?",16,3,4.67,0,12,3,1,2,0,2,0,0,No,No,Medium,Afro-Asiatic,Arabic,Korean
18414,"नमस्ते, आप कैसे हैं?",20,4,4.25,0,9,4,0,8,0,2,0,0,No,No,High,Altaic,Arabic,Hindi
18415,"  hXàg?n ôbe okn,iknạchhỏ",25,5,4.2,3,16,5,2,2,0,2,1,18,Yes,No,Medium,Altaic,Devanagari,Vietnamese
18416,"नमस्ते, आप कैसे हैं?",20,4,4.25,0,9,4,1,8,0,2,0,0,No,No,High,Afro-Asiatic,Latin,Hindi
18417,"Привет, как дела?",17,3,5.0,0,13,3,1,2,0,2,1,12,No,No,Medium,Austroasiatic,Cyrillic,Russian
18418,",cmosOc veálto?á o ê",20,4,4.25,5,10,4,2,2,0,2,1,14,Yes,No,Low,Austroasiatic,Devanagari,Portuguese
18419,"v  ácálê coetomO?o,s",20,4,4.25,5,10,4,2,2,0,2,1,14,Yes,No,High,Austroasiatic,Hangul,Portuguese
18420,"Привет, как дела?",17,3,5.0,0,13,3,1,2,0,2,1,12,No,No,Medium,Indo-European,Latin,Russian
18421,"안녕하세요, 어떻게 지내세요?",16,3,4.67,0,12,3,1,2,0,2,0,0,No,No,High,Sino-Tibetan,Hangul,Korean
18422,"hello, how are you?",19,4,4.0,7,7,4,1,2,0,2,1,13,No,No,High,Indo-European,Latin,English
18423,สวัสดีคุณเป็นอย่างไรบ้าง,24,1,24.0,0,18,1,0,6,0,0,0,0,No,No,Medium,Indo-European,Hangul,Thai
18424,"nhr,h  jduredvad Hteo?a ",24,5,4.0,6,12,5,2,2,0,2,1,17,No,No,High,Altaic,Logographic,Danish
18425,"  cuan ooj,?om etvmaBrnç",24,5,4.0,7,11,5,0,2,0,2,1,17,No,Yes,High,Indo-European,Cyrillic,French
18426,"Olá, como você está?",20,4,4.25,5,10,4,2,2,0,2,1,14,Yes,No,Low,Altaic,Logographic,Portuguese
18427,"ntmBevj ucno r,oom  aç?a",24,5,4.0,7,11,5,0,2,0,2,1,17,No,Yes,Low,Sino-Tibetan,Hangul,French
18428,"hello, how are you?",19,4,4.0,7,7,4,1,2,0,2,1,13,No,No,Low,Indo-European,Devanagari,English
18429,元？こお、ん気にはかでちす,13,1,13.0,0,11,1,0,2,0,0,0,0,No,No,High,Sino-Tibetan,Latin,Japanese
18430,你好，你好吗？,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,Low,Austroasiatic,Cyrillic,Chinese
18431,"hola, ¿cómo estás?",18,3,5.33,4,9,3,0,3,0,2,1,12,Yes,No,Medium,Sino-Tibetan,Hangul,Spanish
18432,"Ciao, come stai?",16,3,4.67,7,5,3,1,2,0,2,1,11,No,No,High,Indo-European,Devanagari,Italian
18433,"Bonjour, comment ça va ?",24,5,4.0,7,11,5,2,2,0,2,1,17,No,Yes,Low,Altaic,Devanagari,French
18434,"Bonjour, comment ça va ?",24,5,4.0,7,11,5,2,2,0,2,1,17,No,Yes,Low,Altaic,Logographic,French
18435,"XIN CHÀO, BẠN KHỎE KHÔNG?",25,5,4.2,3,16,5,0,2,0,2,1,18,Yes,No,High,Sino-Tibetan,Devanagari,Vietnamese
18436,好吗好你？，你,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,High,Afro-Asiatic,Latin,Chinese
18437,"hola, ¿cómo estás?",18,3,5.33,4,9,3,1,3,0,2,1,12,Yes,No,Medium,Austroasiatic,Devanagari,Spanish
18438,อวรงด่ปคุนส้สยีเณาบไ็งาั,24,1,24.0,0,18,1,0,6,0,0,0,0,No,No,Low,Altaic,Cyrillic,Thai
18439,"O omctocoê áávsle ,?",20,4,4.25,5,10,4,2,2,0,2,1,14,Yes,No,Low,Afro-Asiatic,Latin,Portuguese
18440,こんにちは、お元気ですか？,13,1,13.0,0,11,1,0,2,0,0,0,0,No,No,Medium,Indo-European,Latin,Japanese
18441,你好，你好吗？,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,Low,Altaic,Devanagari,Chinese
18442,", 요요떻안녕게 어내세하?지세",16,3,4.67,0,12,3,0,2,0,2,0,0,No,No,High,Afro-Asiatic,Cyrillic,Korean
18443,"안녕하세요, 어떻게 지내세요?",16,3,4.67,0,12,3,0,2,0,2,0,0,No,No,Medium,Afro-Asiatic,Arabic,Korean
18444,こんにちは、お元気ですか？,13,1,13.0,0,11,1,0,2,0,0,0,0,No,No,High,Sino-Tibetan,Logographic,Japanese
18445,"xin chào, bạn khỏe không?",25,5,4.2,3,16,5,1,2,0,2,1,18,Yes,No,High,Austroasiatic,Arabic,Vietnamese
18446,こんにちは、お元気ですか？,13,1,13.0,0,11,1,0,2,0,0,0,0,No,No,Medium,Afro-Asiatic,Devanagari,Japanese
18447,สวัสดีคุณเป็นอย่างไรบ้าง,24,1,24.0,0,18,1,0,6,0,0,0,0,No,No,Medium,Austroasiatic,Devanagari,Thai
18448,م حلكا؟حراي بفك,15,3,4.33,0,12,3,1,1,0,0,0,0,No,No,Low,Altaic,Arabic,Arabic
18449,"नमस्ते, आप कैसे हैं?",20,4,4.25,0,9,4,2,8,0,2,0,0,No,No,High,Indo-European,Logographic,Hindi
18450,"안녕하세요, 어떻게 지내세요?",16,3,4.67,0,12,3,0,2,0,2,0,0,No,No,Low,Austroasiatic,Arabic,Korean
18451,สวัสดีคุณเป็นอย่างไรบ้าง,24,1,24.0,0,18,1,0,6,0,0,0,0,No,No,Medium,Austroasiatic,Cyrillic,Thai
18452,"Olá, como você está?",20,4,4.25,5,10,4,0,2,0,2,1,14,Yes,No,Low,Afro-Asiatic,Devanagari,Portuguese
18453,"Hallo, wie geht es dir?",23,5,3.8,7,10,5,0,2,0,2,1,16,No,No,High,Indo-European,Devanagari,German
18454,"olá, como você está?",20,4,4.25,5,10,4,1,2,0,2,1,14,Yes,No,Medium,Sino-Tibetan,Arabic,Portuguese
18455,"om? eiCa,atosic ",16,3,4.67,7,5,3,0,2,0,2,1,11,No,No,High,Sino-Tibetan,Arabic,Italian
18456,"Hola, ¿cómo estás?",18,3,5.33,4,9,3,0,3,0,2,1,12,Yes,No,High,Indo-European,Arabic,Spanish
18457,"OLÁ, COMO VOCÊ ESTÁ?",20,4,4.25,5,10,4,1,2,0,2,1,14,Yes,No,Medium,Indo-European,Logographic,Portuguese
18458,"а ?длкеит,ева рПк",17,3,5.0,0,13,3,0,2,0,2,1,12,No,No,Low,Afro-Asiatic,Hangul,Russian
18459,"CIAO, COME STAI?",16,3,4.67,7,5,3,1,2,0,2,1,11,No,No,High,Sino-Tibetan,Arabic,Italian
18460," lul Hry?hoeeoa,wo ",19,4,4.0,7,7,4,1,2,0,2,1,13,No,No,Medium,Sino-Tibetan,Hangul,English
18461,"नमस्ते, आप कैसे हैं?",20,4,4.25,0,9,4,2,8,0,2,0,0,No,No,Low,Austroasiatic,Arabic,Hindi
18462,"и ?ркае дте,квлПа",17,3,5.0,0,13,3,1,2,0,2,1,12,No,No,Medium,Altaic,Cyrillic,Russian
18463,"안녕하세요, 어떻게 지내세요?",16,3,4.67,0,12,3,1,2,0,2,0,0,No,No,Medium,Indo-European,Hangul,Korean
18464,"bonjour, comment ça va ?",24,5,4.0,7,11,5,2,2,0,2,1,17,No,Yes,Medium,Afro-Asiatic,Latin,French
18465,"Olá, como você está?",20,4,4.25,5,10,4,1,2,0,2,1,14,Yes,No,Low,Indo-European,Cyrillic,Portuguese
18466,こんにちは、お元気ですか？,13,1,13.0,0,11,1,0,2,0,0,0,0,No,No,Low,Indo-European,Cyrillic,Japanese
18467,你好，你好吗？,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,High,Afro-Asiatic,Hangul,Chinese
18468,مرحبا كيف حالك؟,15,3,4.33,0,12,3,0,1,0,0,0,0,No,No,Medium,Indo-European,Devanagari,Arabic
18469,你好吗，？你好,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,High,Afro-Asiatic,Logographic,Chinese
18470,でちは、？にかおこ気ん元す,13,1,13.0,0,11,1,0,2,0,0,0,0,No,No,Low,Austroasiatic,Latin,Japanese
18471,"Hola, ¿cómo estás?",18,3,5.33,4,9,3,1,3,0,2,1,12,Yes,No,High,Altaic,Latin,Spanish
18472,你好，你好吗？,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,High,Austroasiatic,Hangul,Chinese
18473,"नमस्ते, आप कैसे हैं?",20,4,4.25,0,9,4,2,8,0,2,0,0,No,No,High,Altaic,Hangul,Hindi
18474,你好，你好吗？,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,Medium,Indo-European,Cyrillic,Chinese
18475,你好，你好吗？,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,Low,Austroasiatic,Cyrillic,Chinese
18476,かおん？ち気でにこはす、元,13,1,13.0,0,11,1,0,2,0,0,0,0,No,No,Medium,Afro-Asiatic,Latin,Japanese
18477,"xin chào, bạn khỏe không?",25,5,4.2,3,16,5,2,2,0,2,1,18,Yes,No,Low,Sino-Tibetan,Cyrillic,Vietnamese
18478,你好，你好吗？,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,Low,Indo-European,Arabic,Chinese
18479,"nXoạhk bhnchàỏg?  ônik ,e",25,5,4.2,3,16,5,0,2,0,2,1,18,Yes,No,Low,Sino-Tibetan,Cyrillic,Vietnamese
18480,"привет, как дела?",17,3,5.0,0,13,3,1,2,0,2,1,12,No,No,Medium,Sino-Tibetan,Latin,Russian
18481,"Olá, como você está?",20,4,4.25,5,10,4,0,2,0,2,1,14,Yes,No,Medium,Austroasiatic,Hangul,Portuguese
18482,こんにちは、お元気ですか？,13,1,13.0,0,11,1,0,2,0,0,0,0,No,No,Low,Altaic,Arabic,Japanese
18483,"नमस्ते, आप कैसे हैं?",20,4,4.25,0,9,4,2,8,0,2,0,0,No,No,Low,Sino-Tibetan,Cyrillic,Hindi
18484,"ПРИВЕТ, КАК ДЕЛА?",17,3,5.0,0,13,3,0,2,0,2,1,12,No,No,High,Altaic,Cyrillic,Russian
18485,"Hola, ¿cómo estás?",18,3,5.33,4,9,3,1,3,0,2,1,12,Yes,No,High,Altaic,Logographic,Spanish
18486,"Привет, как дела?",17,3,5.0,0,13,3,0,2,0,2,1,12,No,No,Medium,Altaic,Arabic,Russian
18487,"bonjour, comment ça va ?",24,5,4.0,7,11,5,2,2,0,2,1,17,No,Yes,High,Afro-Asiatic,Logographic,French
18488,好你，吗好？你,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,High,Sino-Tibetan,Latin,Chinese
18489,"세 떻지하녕어요,안내 ?세게요",16,3,4.67,0,12,3,0,2,0,2,0,0,No,No,Low,Sino-Tibetan,Cyrillic,Korean
18490,"hallo, wie geht es dir?",23,5,3.8,7,10,5,0,2,0,2,1,16,No,No,High,Sino-Tibetan,Logographic,German
18491,"д веПк?и,ле тарак",17,3,5.0,0,13,3,1,2,0,2,1,12,No,No,Medium,Afro-Asiatic,Hangul,Russian
18492,"Hej, hvordan har du det?",24,5,4.0,6,12,5,1,2,0,2,1,17,No,No,Low,Afro-Asiatic,Cyrillic,Danish
18493,สวัสดีคุณเป็นอย่างไรบ้าง,24,1,24.0,0,18,1,0,6,0,0,0,0,No,No,High,Austroasiatic,Latin,Thai
18494,"hallo, wie geht es dir?",23,5,3.8,7,10,5,0,2,0,2,1,16,No,No,Low,Indo-European,Latin,German
18495,"hello, how are you?",19,4,4.0,7,7,4,0,2,0,2,1,13,No,No,Medium,Indo-European,Cyrillic,English
18496,"çBr nomo otcnvau,? a jem",24,5,4.0,7,11,5,2,2,0,2,1,17,No,Yes,Medium,Altaic,Logographic,French
18497,"XIN CHÀO, BẠN KHỎE KHÔNG?",25,5,4.2,3,16,5,2,2,0,2,1,18,Yes,No,Medium,Altaic,Cyrillic,Vietnamese
18498,สวัสดีคุณเป็นอย่างไรบ้าง,24,1,24.0,0,18,1,0,6,0,0,0,0,No,No,Low,Austroasiatic,Cyrillic,Thai
18499,"tohuhr, d ddaHeear nvj? ",24,5,4.0,6,12,5,0,2,0,2,1,17,No,No,High,Afro-Asiatic,Hangul,Danish
18500,"HELLO, HOW ARE YOU?",19,4,4.0,7,7,4,0,2,0,2,1,13,No,No,High,Indo-European,Hangul,English
